club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id 
4339,The 76ers Fan Club,passion game fun game player lose support cheer basketball win love fan loyalty loyalty basketball basketball basketball player player love,Philadelphia,35.81,Monthly,944,303
4340,The Wizards Fan Club,club cheer love community cheer cheer game cheer player community win community team community loyalty basketball game support basketball support,Washington D.C.,19.98,Yearly,531,28
4341,The Rockets Fan Club,passion player club lose support passion loyalty love team support game team lose fun team loyalty club fun loyalty basketball,Houston,87.97,Monthly,112,134
4342,The Hornets Fan Club,club fan player support fun win basketball passion fun support fan player lose club love game win basketball lose loyalty,Charlotte,48.26,Yearly,222,153
4343,The Jazz Fan Club,fun support loyalty love support team player passion loyalty basketball player win fun love love player support game loyalty basketball,Salt Lake City,55.89,Quarterly,107,171
4344,The 76ers Fan Club,community fun fun fun lose lose loyalty game community player team team cheer community fan club support club love team,Philadelphia,28.76,Monthly,951,295
4345,The 76ers Fan Club,game fun loyalty fun fan lose passion game support fan basketball fan fun lose player support fan fun fan lose,Philadelphia,54.13,Yearly,343,262
4346,The Bucks Fan Club,club love passion love fun basketball lose player loyalty cheer support cheer fan player community cheer community loyalty fan game,Milwaukee,85.26,Monthly,675,397
4347,The Suns Fan Club,game club passion win love love lose win lose loyalty community loyalty player fun cheer player lose love support club,Phoenix,99.8,Quarterly,485,155
4348,The Lakers Fan Club,fan player lose support fan loyalty club support passion fan support win player support team fun passion player player team,Los Angeles,30.29,Quarterly,526,165
4349,The Bucks Fan Club,loyalty fun player passion love fan club cheer win love fun game community game lose basketball love passion game loyalty,Milwaukee,91.18,Quarterly,308,333
4350,The 76ers Fan Club,lose support player cheer love fun community game support loyalty lose team win fun game cheer player fun community loyalty,Philadelphia,47.13,Quarterly,256,315
4351,The Raptors Fan Club,team community passion loyalty passion fan lose game player game lose community club loyalty player fun game community love fan,Toronto,25.55,Yearly,635,12
4352,The 76ers Fan Club,fan love win support love player loyalty fun team passion lose fan game passion fun passion community love player community,Philadelphia,99.01,Quarterly,540,352
4353,The Spurs Fan Club,game basketball community win fun support passion win cheer cheer love basketball basketball community game loyalty passion player lose game,San Antonio,81.41,Quarterly,130,305
4354,The Heat Fan Club,basketball club fan game loyalty fan cheer community fun community team lose player basketball win game love support community loyalty,Miami,25.07,Quarterly,393,261
4355,The Celtics Fan Club,game fan win community fan fun team team loyalty cheer fan fan win community fun cheer player game lose lose,Boston,29.22,Quarterly,593,245
4356,The Heat Fan Club,club cheer community game loyalty game fan team player basketball fan loyalty club win fun club support cheer win club,Miami,37.91,Monthly,553,77
4357,The Raptors Fan Club,basketball passion club loyalty basketball love game love community cheer team team club support player win win lose support team,Toronto,10.56,Yearly,871,345
4358,The Heat Fan Club,community fun community loyalty club basketball basketball love player basketball loyalty club basketball community win team game cheer love game,Miami,90.9,Yearly,313,122
4359,The Celtics Fan Club,lose win passion love love fan cheer basketball cheer club club support lose cheer player loyalty fun cheer basketball fun,Boston,96.75,Yearly,309,220
4360,The Hornets Fan Club,passion basketball passion player support fan player community fan player game team player support fan basketball support team game team,Charlotte,56.44,Quarterly,306,164
4361,The Bulls Fan Club,fun player win passion passion fun fun team love lose lose fan player game club fan community loyalty fan fun,Chicago,37.08,Monthly,445,7
4362,The Warriors Fan Club,cheer fun win support love support basketball club lose win club passion support game team game love player fan game,San Francisco,24.38,Monthly,877,126
4363,The Suns Fan Club,win lose cheer fan community passion basketball lose community team passion cheer lose game fan club game win support support,Phoenix,88.56,Quarterly,179,145
4364,The Suns Fan Club,love passion game community club win lose win player win game community club basketball support support passion support player community,Phoenix,64.75,Yearly,622,11
4365,The Bucks Fan Club,support loyalty support passion love lose lose game lose club lose passion fan loyalty fan cheer loyalty fun player player,Milwaukee,36.53,Monthly,161,256
4366,The Knicks Fan Club,loyalty game win loyalty passion player club love player fun game community win win love community player club loyalty game,New York,32.57,Monthly,561,3
4367,The Raptors Fan Club,community fan love fan passion win lose community loyalty fan loyalty passion win team community love club passion support fan,Toronto,86.88,Yearly,602,223
4368,The Mavericks Fan Club,support community fan support team player team community cheer fan support game fun basketball win love basketball loyalty win love,Dallas,97.96,Monthly,706,1
4369,The Jazz Fan Club,lose passion team cheer club cheer club fan community community love team loyalty fun club lose lose player support fan,Salt Lake City,74.41,Yearly,310,147
4370,The Nets Fan Club,team game win cheer community support club fun fan community fun fun team club passion lose game support love club,Brooklyn,19.91,Monthly,404,63
4371,The Clippers Fan Club,game club community cheer fan lose fan team fun game community community passion game loyalty love player cheer club team,Los Angeles,21.51,Monthly,509,107
4372,The Bucks Fan Club,club passion cheer basketball community basketball game lose game basketball passion cheer cheer community love win fan love win team,Milwaukee,28.46,Quarterly,773,330
4373,The Nuggets Fan Club,fun loyalty game lose team passion lose game support cheer fan fun club passion team player cheer passion passion win,Denver,82.48,Yearly,694,35
4374,The Rockets Fan Club,community team community fun player club loyalty win lose basketball team club love club game basketball love loyalty team basketball,Houston,43.04,Quarterly,151,284
4375,The Nuggets Fan Club,loyalty fun passion loyalty basketball win team player cheer fun game fan fan team player cheer passion cheer fun cheer,Denver,39.1,Yearly,230,331
4376,The Warriors Fan Club,club community passion basketball passion passion cheer loyalty love basketball fan cheer player fun cheer game support passion loyalty lose,San Francisco,19.21,Monthly,732,39
4377,The Suns Fan Club,club player love game support game team loyalty cheer win loyalty team fun lose team loyalty fan loyalty community love,Phoenix,75.56,Yearly,465,79
4378,The Celtics Fan Club,fun support team club player club team love team cheer team team team player basketball basketball lose lose basketball cheer,Boston,11.79,Quarterly,229,342
